brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,seats,torque_nm,mileage_kmpl
BMW,Z4 3.0i Roadster,2006,"46,508 mi.",Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Beige,At least 1 accident or damage reported,Yes,"$11,500",5,405.0,14.1943837003929
BMW,M6 Base,2015,"18,651 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,"$59,549",5,594.0,14.645569131707443
BMW,X3 M40i,2019,"36,438 mi.",Gasoline,3.0 Liter Turbo,Automatic,Alpine White,Oyster W/Contrast,None reported,,"$39,998",5,405.0,13.19988870324013
Kia,Sorento LX,2014,"46,628 mi.",Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Snow White Pearl,Beige,None reported,,"$15,363",5,324.0,13.354372988231413
Rivian,R1S Adventure Package,2023,"5,700 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,Yes,"$95,000",5,472.0,14.90892193703609
BMW,Z4 sDrive28i,2015,"57,550 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,White,None reported,Yes,"$29,995",5,270.0,13.280687996324197
Cadillac,CTS-V Base,2017,"48,600 mi.",Gasoline,640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$60,999",5,837.0,14.938755953945847
Ford,Transit Connect XL,2020,"119,000 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$18,000",5,338.0,11.839004436319946
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,"36,500 mi.",Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,"$72,000",5,675.0,12.636708669694984
Lexus,IS 250 Base,2010,"121,250 mi.",Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,"$13,250",5,338.0,8.277800586333885
BMW,X7 xDrive40i,2023,"2,437 mi.",Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$78,350",5,405.0,11.74217608267672
Volvo,XC90 T6 Momentum,2018,"110,380 mi.",Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,"$22,000",5,270.0,9.216841205219936
Hyundai,Tucson Limited,2008,"149,000 mi.",Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,None reported,Yes,"$3,850",5,364.0,8.976120549205092
Dodge,Durango GT,2021,"14,684 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,None reported,,"$37,995",5,486.0,13.385935463904913
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,"39,000 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$39,000",5,405.0,8.6259460901737
GMC,Yukon XL SLT,2019,"65,212 mi.",Gasoline,5.3L V8 16V GDI OHV,Automatic,Summit White,Jet Black,None reported,Yes,"$42,995",5,716.0,13.498996343972582
Audi,RS Q8 4.0T,2020,"41,856 mi.",Gasoline,591.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$91,500",5,540.0,13.286318889065408
Rivian,R1S Adventure Package,2023,655 mi.,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Silver,None reported,Yes,"$94,500",5,472.0,14.70643334702414
Toyota,RAV4 Hybrid XLE,2019,"54,000 mi.",Hybrid,219.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gray,Gray,None reported,Yes,"$33,000",5,338.0,11.770959753331796
Alfa,Romeo Stelvio Quadrifoglio,2019,"26,500 mi.",Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$53,900",5,392.0,13.809157305445796
Land,Rover Range Rover Evoque SE,2020,"38,356 mi.",Gasoline,2.0 Liter,Automatic,Firenze Red Metallic,Ebony,None reported,,"$36,598",5,270.0,12.547989197875545
Alfa,Romeo Stelvio Ti Sport,2020,"21,487 mi.",Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Anodized Blue Metallic,Ice,None reported,Yes,"$35,345",5,270.0,13.563618491030423
Cadillac,Escalade EXT Base,2007,"99,000 mi.",Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$22,999",5,837.0,13.622285243646342
Ford,F-250 Lariat,2019,"35,597 mi.",E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Black,Black,None reported,,"$47,756",5,837.0,9.419685650313664
Nissan,350Z Enthusiast,2005,"130,307 mi.",Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,"$9,950",5,472.0,10.194259257441256
Subaru,Legacy 2.5 i Premium,2010,"178,000 mi.",Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$7,600",5,338.0,11.0132133906121
Honda,Civic LX,2003,"160,265 mi.",Gasoline,115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$3,000",5,230.0,11.99599682481845
McLaren,570S Spider,2020,"8,700 mi.",Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$185,000",5,513.0,11.434219799042014
Maserati,Ghibli S Q4,2016,"1,000 mi.",Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,"$36,000",5,405.0,12.926986223069528
Jeep,Wagoneer Series II 4x4,2022,"29,800 mi.",Gasoline,"HEMI 5.7L V-8 variable valve control, regular unleaded, engine w","Automatic, 8-Spd",–,–,None reported,,"$58,900",5,770.0,10.685935641287436
Maserati,Ghibli S Q4,2017,"49,750 mi.",Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,"$27,995",5,405.0,13.338603435028922
Lexus,RX 300 Base,2002,"121,000 mi.",Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$6,348",5,405.0,9.115551953836192
Lincoln,Aviator Luxury,2005,"140,000 mi.",Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$2,000",5,621.0,9.497635262089592
Ford,Transit Connect XL,2018,"66,770 mi.",E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,–,,,"$21,500",5,338.0,14.812392997204975
Cadillac,SRX Luxury Collection,2016,"61,549 mi.",Gasoline,3.6 Liter SIDI DOHC,Automatic,Red,Ebony,At least 1 accident or damage reported,,"$19,998",5,486.0,9.875487757585702
Lincoln,MKS EcoBoost,2016,"38,100 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,"$21,000",5,472.0,11.293735062100176
Toyota,Yaris Base,2010,"138,071 mi.",Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,None reported,Yes,"$5,000",5,202.0,12.247899026195467
Mercedes-Benz,AMG E 63 S 4MATIC,2019,"40,000 mi.",Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$72,000",5,540.0,10.904782668821392
Mercedes-Benz,GLS 450 Base,2022,"41,545 mi.",Hybrid,3.0 Liter DOHC Twin Turbo,Automatic,MANUFAKTUR Diamond White Bright,Macchiato Beige/Black,None reported,,"$71,998",5,405.0,10.265511330102
Mercedes-Benz,G-Class G 550 4MATIC,2019,"47,850 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"$127,899",5,540.0,13.798275373863582
Hyundai,Veloster Turbo R-Spec,2014,"128,000 mi.",Gasoline,201.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Red,None reported,Yes,"$11,000",5,216.0,11.71042562151773
Toyota,4Runner Limited,2019,"48,156 mi.",Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Midnight Black Metallic,Sand Beige,None reported,,"$40,368",5,540.0,14.74372334696887
Mercedes-Benz,S-Class S 580 4MATIC,2021,"4,700 mi.",Hybrid,496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,"$99,900",5,540.0,8.207123591923608
Audi,RS 7 4.0T Performance Prestige,2017,"39,071 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,White,Black,None reported,,"$67,900",5,540.0,13.881995555897216
Mazda,MX-5 Miata Base,1999,"96,680 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Beige,At least 1 accident or damage reported,Yes,"$12,900",5,243.0,10.155441151209352
Mercedes-Benz,AMG C 43 Base,2017,"53,500 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,"$33,999",5,405.0,10.112360151908575
Chevrolet,Corvette Z06,2007,"11,025 mi.",Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,"$47,500",5,945.0,14.195407990701796
Ford,F-250 King Ranch,2021,"44,000 mi.",Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,"$73,000",5,1200.0,9.897447736501729
Volkswagen,Tiguan 2.0T SE,2022,"11,000 mi.",Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,"$27,900",5,270.0,13.89653212090025
BMW,750 Li xDrive,2012,"103,000 mi.",Gasoline,407.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$16,000",5,594.0,11.828768275322156
BMW,M3 CS,2024,456 mi.,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$128,995",5,405.0,8.398885297800936
Lexus,GX 460 Base,2018,"64,000 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Brown,None reported,Yes,"$37,300",5,621.0,14.543364186853278
Audi,Q7 3.0T Premium,2017,"108,000 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,"$25,999",5,405.0,10.227145017971353
Alfa,Romeo Stelvio Ti Sport,2018,"37,045 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,"$26,600",5,270.0,9.570830427126108
Land,Rover Defender X,2023,"5,433 mi.",Hybrid,3.0 Liter,Automatic,Santorin Black,Black,None reported,,"$95,998",5,405.0,12.016315432435242
BMW,750 i xDrive,2019,"28,744 mi.",Gasoline,4.4 Liter DOHC Twin Turbo,Automatic,Black,Black,None reported,,"$50,998",5,594.0,8.878692785170037
BMW,M3 Base,2015,"65,800 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,"$44,950",5,405.0,14.038631091478772
Rolls-Royce,Ghost Base,2021,850 mi.,Gasoline,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,"$314,900",5,904.0,14.428138988954116
Audi,e-tron Prestige,2019,"33,012 mi.",,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,"$38,000",5,405.0,12.789796610549793
Lexus,IS 250 Base,2011,"107,818 mi.",Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,"$11,400",5,338.0,11.700676962097878
Land,Rover Range Rover Evoque SE Premium,2016,"79,500 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,"$19,000",5,270.0,9.009904725376847
Ferrari,California T,2015,"20,000 mi.",Gasoline,553.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,"$124,990",5,526.0,11.476913703931938
Lexus,LC 500 Base,2018,"37,000 mi.",Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Red,None reported,Yes,"$63,997",5,675.0,8.414684520381265
Kia,EV6 Wind,2022,"11,945 mi.",,111.2Ah / FR 70kW / RR 160kW (697V),Automatic,Glacier,Black,None reported,,"$38,998",5,324.0,12.951874012290062
GMC,Sierra 1500 SLE Crew Cab,2005,"131,800 mi.",Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$5,800",5,716.0,10.780380193597033
Lexus,ES 350 Base,2008,"146,000 mi.",Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,"$8,995",5,472.0,9.73011810807057
Nissan,370Z NISMO,2010,"29,000 mi.",Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,M/T,Silver,–,None reported,Yes,"$29,000",5,500.0,12.305145783862969
Dodge,Ram 1500 Laramie,2004,"141,209 mi.",Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$5,700",5,770.0,12.411343918665953
Ford,Expedition Limited,2016,"85,253 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$19,995",5,472.0,14.97562970442912
INFINITI,QX70 Base,2015,"87,009 mi.",Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$17,800",5,500.0,8.866613230615197
BMW,X5 M Base,2023,"4,348 mi.",Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,,"$105,900",5,594.0,9.11723476860881
Lincoln,Navigator Select,2016,"158,000 mi.",Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,"$19,780",5,472.0,14.110609882099926
Volvo,V60 Cross Country T5,2020,"10,500 mi.",Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$36,000",5,270.0,8.608202666757935
Audi,A7 3.0T Premium Plus,2018,"45,843 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$37,000",5,405.0,11.688844266473264
Ford,Bronco Sport Outer Banks,2021,"15,198 mi.",Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Blue,Navy Pier,None reported,Yes,"$31,621",5,202.0,14.481003182323924
Volkswagen,Eurovan MV,2001,"220,000 mi.",Gasoline,140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,"$5,500",7,378.0,9.572850789014757
Jaguar,F-TYPE R,2017,"58,000 mi.",Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$51,500",5,675.0,11.50207830024974
Land,Rover Range Rover Evoque R-Dynamic HSE,2020,"30,424 mi.",Hybrid,2.0 Liter,Automatic,Silver,Black,None reported,,"$44,998",5,270.0,8.3323719658731
RAM,1500 Laramie,2021,"38,012 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,"$45,277",5,770.0,12.053595527120688
Rivian,R1S Adventure Package,2023,"2,500 mi.",,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Gray,None reported,Yes,"$91,000",5,472.0,12.368509609299922
BMW,M760 i xDrive,2021,"11,078 mi.",Gasoline,"6.6L V-12 gasoline direct injection, DOHC, variable valve contro","Automatic, 8-Spd Sport w/Sport & Manual Modes",BLACK,WHITE,None reported,,"$91,900",5,891.0,8.046100896192439
Lexus,LX 570 Three-Row,2018,"50,000 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$65,000",5,770.0,14.219405709344732
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,"58,000 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$38,000",5,270.0,14.326574643510313
Acura,MDX w/Technology Package,2023,"3,415 mi.",Gasoline,3.5 Liter SOHC,F,White,Parchment.,None reported,,"$54,998",5,472.0,12.713630061953737
Lexus,LC 500 Base,2018,"61,000 mi.",Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$65,000",5,675.0,11.601841937420456
Audi,SQ5 3.0T Prestige,2019,"48,500 mi.",Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,"$43,500",5,405.0,14.548783235075163
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,"65,680 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$34,900",5,270.0,11.752407694899086
RAM,1500 Limited,2020,"44,362 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,"$50,658",5,770.0,10.390150339739773
Audi,S4 3.0T Premium,2019,"18,603 mi.",Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Brilliant Black,Black,None reported,,"$42,900",5,405.0,13.038110366501655
Audi,A8 4.0,2020,"35,999 mi.",Hybrid,4.0 Liter Turbo,Automatic,Mythos Black Metallic,Sarder Brown,None reported,,"$59,598",5,540.0,12.54750681452688
Cadillac,Escalade ESV Sport,2021,"8,044 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,"$93,000",5,837.0,13.543484980140082
Mercedes-Benz,AMG GT AMG GT S,2016,"9,738 mi.",Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,Yes,"$85,500",5,540.0,13.737340099469762
BMW,M3 Base,2009,"112,000 mi.",Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,"$28,000",5,540.0,12.78349489107006
Honda,Accord EX-L,2009,"167,300 mi.",Gasoline,190.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,"$6,250",5,324.0,9.84304208862585
Rolls-Royce,Cullinan,2022,115 mi.,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,–,Grace White,None reported,Yes,"$449,995",5,904.0,8.200610723569305
Cadillac,Escalade Premium,2015,"71,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,"$35,999",5,837.0,13.398895838155202
Acura,RDX Technology Package,2020,"31,015 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Silver,Ebony,None reported,Yes,"$36,570",5,270.0,11.207119773575393
BMW,X2 xDrive28i,2022,"33,000 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,"$29,999",5,270.0,13.519547282220792
Chrysler,Pacifica Touring,2017,"63,000 mi.",–,–,9-Speed A/T,White,Beige,None reported,Yes,"$20,000",5,486.0,8.7969765292851
Buick,Verano Convenience,2013,"68,325 mi.",E85 Flex Fuel,180.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,"$11,995",5,324.0,10.026605719676056
Mercedes-Benz,AMG S 63 Base 4MATIC,2020,"20,937 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Magnetite Black Metallic,Black,None reported,,"$104,900",5,540.0,10.770348515880585
RAM,2500 Tradesman,2021,"34,365 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$48,000",5,864.0,12.93638782021853
Mercedes-Benz,Metris Base,2018,"32,000 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$44,900",5,270.0,9.30552640021444
Land,Rover Range Rover Evoque S,2020,"40,237 mi.",Gasoline,2.0 Liter,Automatic,Carpathian Grey Premium Metallic,Cloud,None reported,,"$36,998",5,270.0,11.643540877343597
Volvo,XC90 T6 Inscription,2020,"22,500 mi.",Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,White,None reported,Yes,"$50,000",5,270.0,8.521318462071092
Ford,Expedition King Ranch,2020,"58,700 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,"$48,999",5,472.0,9.352205110721757
Toyota,Highlander Hybrid Limited,2006,"264,893 mi.",Hybrid,208.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,"$5,000",5,446.0,12.42317837164113
Toyota,Tundra SR5 Access Cab,2005,"209,500 mi.",Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,"$8,500",5,634.0,10.680192984502836
Ford,Transit-350 Base,2023,195 mi.,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,"$87,500",5,472.0,13.753087795529368
Chevrolet,Express 3500 LT,2016,"120,000 mi.",Diesel,260.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,Yes,"$19,500",5,1200.0,13.231752468335053
Chevrolet,Bolt EUV Premier,2022,"14,676 mi.",,200.0HP Electric Motor Electric Fuel System,A/T,Black,Blue,None reported,Yes,"$33,000",5,716.0,14.397125822576278
Jeep,Wrangler Unlimited 4xe Sahara,2021,"33,704 mi.",Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,Bright White Clearcoat,Black,None reported,,"$42,998",5,270.0,9.676717988714998
BMW,X7 xDrive40i,2023,"2,950 mi.",Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,"$87,000",5,405.0,11.956788766769613
Mercedes-Benz,AMG GT 53 Base,2021,"17,994 mi.",Gasoline,3.0L I6 24V GDI DOHC Turbo,9-Speed Automatic,–,–,None reported,Yes,"$87,500",5,405.0,10.858441470161084
Toyota,Tundra Limited,2020,"44,101 mi.",Gasoline,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Gray,Black,None reported,Yes,"$45,423",5,770.0,9.030274616998222
BMW,X1 xDrive28i,2021,"25,918 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$32,000",5,270.0,12.607168973796975
BMW,135 i,2008,"87,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$15,300",5,405.0,8.805379537296405
Mazda,Mazda3 Touring,2018,"28,333 mi.",Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,"$20,500",5,338.0,9.3505423242073
Audi,A7 3.0T Premium Plus,2018,"29,294 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$39,999",5,405.0,10.20147448607132
Saturn,Sky Red Line,2008,"37,000 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$14,995",5,270.0,10.391753481852495
BMW,Z4 2.5i Roadster,2005,"138,000 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,"$9,950",5,338.0,12.037319337817609
Volvo,XC90 Hybrid T8 Inscription,2020,"44,487 mi.",Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Brown,None reported,Yes,"$65,000",5,270.0,8.744953984828031
Acura,TLX A-Spec,2021,"16,878 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Red,Ebony,None reported,Yes,"$38,781",5,270.0,8.138247979493
Acura,MDX w/Technology Package,2022,"30,177 mi.",Gasoline,3.5L 24V SOHC I-VTEC V6,2,Majestic Black Pearl,Espresso,None reported,,"$46,598",5,472.0,14.959154181124212
